,path,min_r,min_c,max_r,max_c,r_len,c_len,category,box_area,c_by_r,r_by_c
13645,/images/1e86933d-6a5a-4a3c-a0f2-ca22afd767b3.png,455,1286,593,1417,138,131,trophozoite,18078,0.9492753623188406,1.0534351145038168
13646,/images/1e86933d-6a5a-4a3c-a0f2-ca22afd767b3.png,124,1397,272,1522,148,125,trophozoite,18500,0.8445945945945946,1.184
13651,/images/1e86933d-6a5a-4a3c-a0f2-ca22afd767b3.png,710,105,845,223,135,118,trophozoite,15930,0.8740740740740741,1.1440677966101696
13659,/images/1e86933d-6a5a-4a3c-a0f2-ca22afd767b3.png,975,1229,1140,1363,165,134,trophozoite,22110,0.8121212121212121,1.2313432835820894
13673,/images/1e86933d-6a5a-4a3c-a0f2-ca22afd767b3.png,548,100,680,231,132,131,trophozoite,17292,0.9924242424242424,1.0076335877862594
13705,/images/0b04ec46-5119-4cda-8c35-c4e5b6f0eed0.png,461,841,574,971,113,130,ring,14690,1.1504424778761062,0.8692307692307693
13823,/images/345cb914-7583-49df-96e3-3cf19c2ba8f1.png,335,538,461,657,126,119,trophozoite,14994,0.9444444444444444,1.0588235294117647
13893,/images/7d65d296-0f7b-41cc-9073-a547e24326c8.png,981,209,1076,304,95,95,schizont,9025,1.0,1.0
13920,/images/de00f9a5-aa8b-4679-8ec6-85528a942d6f.png,141,132,280,282,139,150,schizont,20850,1.079136690647482,0.9266666666666666
13959,/images/3061aac0-cda3-47d1-8c48-6293e9ffdf36.png,610,875,748,993,138,118,gametocyte,16284,0.855072463768116,1.1694915254237288
14100,/images/eaf4b781-b3aa-41ce-8c5e-287979b4e15a.png,896,183,994,292,98,109,ring,10682,1.1122448979591837,0.8990825688073395
14260,/images/6382976c-ee87-4916-b798-4ef1373b2df0.png,903,1014,1031,1129,128,115,ring,14720,0.8984375,1.1130434782608696
14271,/images/6382976c-ee87-4916-b798-4ef1373b2df0.png,41,360,155,483,114,123,ring,14022,1.0789473684210527,0.926829268292683
14317,/images/95bea542-6cd0-41c5-82c5-509af8c3b505.png,340,1130,481,1271,141,141,trophozoite,19881,1.0,1.0
14323,/images/95bea542-6cd0-41c5-82c5-509af8c3b505.png,886,747,1006,847,120,100,gametocyte,12000,0.8333333333333334,1.2
14325,/images/95bea542-6cd0-41c5-82c5-509af8c3b505.png,690,272,810,422,120,150,schizont,18000,1.25,0.8
14326,/images/95bea542-6cd0-41c5-82c5-509af8c3b505.png,1091,356,1200,449,109,93,schizont,10137,0.8532110091743119,1.1720430107526882
14425,/images/3b13e20f-ec0d-44ec-b2f4-eaebfa09150e.png,255,24,394,162,139,138,gametocyte,19182,0.9928057553956835,1.0072463768115942
14466,/images/3b13e20f-ec0d-44ec-b2f4-eaebfa09150e.png,358,714,468,847,110,133,trophozoite,14630,1.209090909090909,0.8270676691729323
14478,/images/3b13e20f-ec0d-44ec-b2f4-eaebfa09150e.png,625,1462,764,1600,139,138,trophozoite,19182,0.9928057553956835,1.0072463768115942
14480,/images/3b13e20f-ec0d-44ec-b2f4-eaebfa09150e.png,265,1054,381,1181,116,127,trophozoite,14732,1.0948275862068966,0.9133858267716536
14574,/images/458cb2e9-5a7f-437c-ac5d-a56f98a3efdf.png,300,837,440,968,140,131,trophozoite,18340,0.9357142857142857,1.0687022900763359
14590,/images/b8410821-a42b-47d0-8bcf-c2fc82e4e2d5.png,373,1033,505,1182,132,149,gametocyte,19668,1.128787878787879,0.8859060402684564
14608,/images/c649e1cb-4029-4433-b231-d67d68f7391a.png,927,795,1064,940,137,145,gametocyte,19865,1.0583941605839415,0.9448275862068966
14657,/images/9d155086-acf5-4c86-a9e1-94b587c46e87.png,442,1405,575,1528,133,123,trophozoite,16359,0.924812030075188,1.08130081300813
14663,/images/9d155086-acf5-4c86-a9e1-94b587c46e87.png,392,1132,501,1238,109,106,trophozoite,11554,0.9724770642201835,1.028301886792453
14837,/images/f8b6a868-60e9-4569-ae69-638a0c39834d.png,648,613,796,732,148,119,trophozoite,17612,0.8040540540540541,1.2436974789915967
14843,/images/f8b6a868-60e9-4569-ae69-638a0c39834d.png,700,416,847,561,147,145,schizont,21315,0.9863945578231292,1.013793103448276
14908,/images/3090a362-1f3d-49e9-a76e-ce76ff9c2276.png,243,473,366,584,123,111,trophozoite,13653,0.9024390243902439,1.1081081081081081
14922,/images/3090a362-1f3d-49e9-a76e-ce76ff9c2276.png,235,1037,377,1168,142,131,trophozoite,18602,0.9225352112676056,1.083969465648855
15059,/images/3003252a-2d2e-4687-ad30-9c38d68f1394.png,738,1204,872,1333,134,129,trophozoite,17286,0.9626865671641791,1.0387596899224807
15246,/images/dd7142e4-2d86-4170-a41f-e825743e8907.png,97,1292,219,1432,122,140,leukocyte,17080,1.1475409836065573,0.8714285714285714
15309,/images/2d0f600d-f94e-4907-b712-52fb37d9ed52.png,875,1080,1010,1230,135,150,trophozoite,20250,1.1111111111111112,0.9
15310,/images/2d0f600d-f94e-4907-b712-52fb37d9ed52.png,856,1298,999,1427,143,129,trophozoite,18447,0.9020979020979021,1.1085271317829457
15312,/images/2d0f600d-f94e-4907-b712-52fb37d9ed52.png,631,122,766,272,135,150,trophozoite,20250,1.1111111111111112,0.9
15350,/images/035f6c4b-0897-46ab-9c3b-5f3b0feff043.png,65,512,190,641,125,129,ring,16125,1.032,0.9689922480620154
15351,/images/035f6c4b-0897-46ab-9c3b-5f3b0feff043.png,764,1211,882,1342,118,131,ring,15458,1.1101694915254237,0.9007633587786259
15458,/images/1b7f47fc-26cd-4273-b848-88a7cbfd9f85.png,956,284,1106,436,150,152,trophozoite,22800,1.0133333333333334,0.9868421052631579
15472,/images/79f63258-24ce-4e69-a5cb-8529635a89a9.png,329,340,445,461,116,121,ring,14036,1.043103448275862,0.9586776859504132
15487,/images/79f63258-24ce-4e69-a5cb-8529635a89a9.png,954,798,1076,919,122,121,ring,14762,0.9918032786885246,1.0082644628099173
15510,/images/79f63258-24ce-4e69-a5cb-8529635a89a9.png,106,1335,217,1461,111,126,ring,13986,1.135135135135135,0.8809523809523809
15729,/images/3892b776-f49a-4368-b0fa-7e855e76ccec.png,666,367,793,501,127,134,trophozoite,17018,1.0551181102362204,0.9477611940298507
15730,/images/3892b776-f49a-4368-b0fa-7e855e76ccec.png,1058,1011,1200,1136,142,125,trophozoite,17750,0.8802816901408451,1.136
15785,/images/64113b22-03b1-4ab8-89ab-b2f32154fbbd.png,242,1047,345,1169,103,122,leukocyte,12566,1.1844660194174756,0.8442622950819673
15798,/images/64113b22-03b1-4ab8-89ab-b2f32154fbbd.png,969,1363,1082,1502,113,139,trophozoite,15707,1.2300884955752212,0.8129496402877698
15922,/images/c7c1b873-0548-4a73-9618-f60912e164df.png,802,1207,918,1315,116,108,trophozoite,12528,0.9310344827586207,1.0740740740740742
16252,/images/acdc6e12-73d9-44ba-be8c-2a56aaffef4f.png,291,1097,423,1246,132,149,schizont,19668,1.128787878787879,0.8859060402684564
16312,/images/d5009906-bce1-4353-90b4-f4c79362f4cf.png,435,1203,598,1355,163,152,trophozoite,24776,0.9325153374233128,1.0723684210526316
16321,/images/d5009906-bce1-4353-90b4-f4c79362f4cf.png,768,564,909,680,141,116,trophozoite,16356,0.8226950354609929,1.2155172413793103
16358,/images/69569ecf-cfa1-4ddd-9342-b22c23387fdb.png,158,350,312,490,154,140,gametocyte,21560,0.9090909090909091,1.1
16466,/images/9e5437c6-b0d3-473b-b7c3-8f5afeb90c7a.png,783,296,921,431,138,135,trophozoite,18630,0.9782608695652174,1.0222222222222221
16480,/images/9e5437c6-b0d3-473b-b7c3-8f5afeb90c7a.png,224,385,379,541,155,156,schizont,24180,1.0064516129032257,0.9935897435897436
16500,/images/1315c2a4-0794-4dfa-a709-e2451723d2b6.png,138,1255,267,1404,129,149,schizont,19221,1.1550387596899225,0.8657718120805369
16630,/images/a27858ef-6533-413e-bc75-cc54690261a2.png,279,829,414,972,135,143,schizont,19305,1.0592592592592593,0.9440559440559441
16631,/images/a27858ef-6533-413e-bc75-cc54690261a2.png,272,289,408,424,136,135,gametocyte,18360,0.9926470588235294,1.0074074074074073
16923,/images/f5419bc0-4415-41b6-b832-5326cfcc534b.png,497,926,632,1052,135,126,ring,17010,0.9333333333333333,1.0714285714285714
17031,/images/57e1879e-4294-45e7-9c1b-627e8cca0271.png,329,893,461,1016,132,123,trophozoite,16236,0.9318181818181818,1.0731707317073171
17043,/images/57e1879e-4294-45e7-9c1b-627e8cca0271.png,31,1196,170,1322,139,126,trophozoite,17514,0.9064748201438849,1.1031746031746033
17080,/images/883b726a-f61c-4382-9f1b-2fff302beba6.png,901,1177,1048,1336,147,159,schizont,23373,1.0816326530612246,0.9245283018867925
17096,/images/883b726a-f61c-4382-9f1b-2fff302beba6.png,181,219,310,347,129,128,trophozoite,16512,0.9922480620155039,1.0078125
17143,/images/dc3bdfe9-1565-4cda-9c4e-0979846dab60.png,287,859,416,971,129,112,gametocyte,14448,0.8682170542635659,1.1517857142857142
17148,/images/dc3bdfe9-1565-4cda-9c4e-0979846dab60.png,666,1293,799,1431,133,138,trophozoite,18354,1.037593984962406,0.9637681159420289
17263,/images/471f75c6-bd5d-4c20-bcc1-258e836f4d69.png,888,344,1033,483,145,139,trophozoite,20155,0.9586206896551724,1.0431654676258992
17264,/images/471f75c6-bd5d-4c20-bcc1-258e836f4d69.png,358,980,467,1092,109,112,ring,12208,1.0275229357798166,0.9732142857142857
17295,/images/3d302619-473d-4c5b-af43-8833ff94233f.png,587,531,717,659,130,128,trophozoite,16640,0.9846153846153847,1.015625
17312,/images/3d302619-473d-4c5b-af43-8833ff94233f.png,888,314,997,413,109,99,trophozoite,10791,0.908256880733945,1.101010101010101
17341,/images/3d302619-473d-4c5b-af43-8833ff94233f.png,963,738,1100,883,137,145,trophozoite,19865,1.0583941605839415,0.9448275862068966
17411,/images/6f4ffe7b-395f-41ea-ad61-df5e0cbd531c.png,281,672,414,799,133,127,schizont,16891,0.9548872180451128,1.047244094488189
17435,/images/f329e01b-fbd3-4fb5-9738-a7ff4c8622b8.png,613,875,745,993,132,118,gametocyte,15576,0.8939393939393939,1.11864406779661
17516,/images/56077789-8580-41b4-89d6-deea227e5c60.png,403,583,545,711,142,128,trophozoite,18176,0.9014084507042254,1.109375
17517,/images/56077789-8580-41b4-89d6-deea227e5c60.png,714,418,842,563,128,145,trophozoite,18560,1.1328125,0.8827586206896552
17789,/images/1863da5f-c595-4541-a8f4-21fe78678168.png,616,198,749,325,133,127,ring,16891,0.9548872180451128,1.047244094488189
17793,/images/1863da5f-c595-4541-a8f4-21fe78678168.png,326,342,446,472,120,130,ring,15600,1.0833333333333333,0.9230769230769231
17794,/images/1863da5f-c595-4541-a8f4-21fe78678168.png,535,1378,647,1482,112,104,ring,11648,0.9285714285714286,1.0769230769230769
17824,/images/1863da5f-c595-4541-a8f4-21fe78678168.png,291,508,412,618,121,110,ring,13310,0.9090909090909091,1.1
18023,/images/eb77e4a9-acb0-4d83-8055-2c5fcaa54b45.png,788,779,901,880,113,101,ring,11413,0.8938053097345132,1.118811881188119
18045,/images/0f0c949e-018a-4f3f-ab02-3704f49c7754.png,925,1256,1062,1372,137,116,ring,15892,0.8467153284671532,1.1810344827586208
18053,/images/0f0c949e-018a-4f3f-ab02-3704f49c7754.png,637,1082,754,1215,117,133,ring,15561,1.1367521367521367,0.8796992481203008
18173,/images/947348fe-4c70-468e-8009-3c14daeca69b.png,512,786,652,958,140,172,schizont,24080,1.2285714285714286,0.813953488372093
18440,/images/39cc33be-d752-40fe-b7a8-2e69a3517205.png,843,172,974,286,131,114,ring,14934,0.8702290076335878,1.1491228070175439
18476,/images/9b410534-3b70-4a88-9f93-205cf4e55a05.png,242,890,349,1015,107,125,trophozoite,13375,1.1682242990654206,0.856
18489,/images/9b410534-3b70-4a88-9f93-205cf4e55a05.png,354,885,493,1049,139,164,trophozoite,22796,1.1798561151079137,0.8475609756097561
18609,/images/c22f7031-9cf8-48ce-b03b-1b12d0db4951.png,332,1447,448,1545,116,98,trophozoite,11368,0.8448275862068966,1.183673469387755
18742,/images/f6f8a69a-3fd2-4684-ac77-3e83ea0fb36d.png,725,65,861,208,136,143,trophozoite,19448,1.0514705882352942,0.951048951048951
18749,/images/f6f8a69a-3fd2-4684-ac77-3e83ea0fb36d.png,240,1404,373,1533,133,129,trophozoite,17157,0.9699248120300752,1.0310077519379846
18768,/images/cc882eae-a341-4783-bd19-8bdedf798538.png,1031,437,1144,557,113,120,ring,13560,1.0619469026548674,0.9416666666666667
18777,/images/cc882eae-a341-4783-bd19-8bdedf798538.png,122,351,248,466,126,115,ring,14490,0.9126984126984127,1.0956521739130434
18865,/images/d1b48634-9ad5-46e8-b816-42d1d97c93cd.png,951,245,1069,360,118,115,trophozoite,13570,0.9745762711864406,1.0260869565217392
19102,/images/2196389c-45ec-46b5-bc6c-1f4a33df7f7c.png,410,823,562,974,152,151,trophozoite,22952,0.993421052631579,1.0066225165562914
19172,/images/bb795ddf-ce72-42d5-9006-124db4d5cf1c.png,351,1335,476,1457,125,122,trophozoite,15250,0.976,1.0245901639344261
19217,/images/064b84fe-bd21-4c27-b682-0a832272eac4.png,866,487,959,579,93,92,schizont,8556,0.989247311827957,1.0108695652173914
19310,/images/b4d22412-a495-43a9-bec0-73a2322f8dad.png,344,464,492,614,148,150,trophozoite,22200,1.0135135135135136,0.9866666666666667
19312,/images/b4d22412-a495-43a9-bec0-73a2322f8dad.png,186,1228,304,1371,118,143,trophozoite,16874,1.2118644067796611,0.8251748251748252
19356,/images/a302a6fa-f635-4ade-b72b-b6f3c2a34ec9.png,718,807,842,933,124,126,ring,15624,1.0161290322580645,0.9841269841269841
19393,/images/5487faad-24a7-46b6-92d8-479d3a8d229f.png,848,253,963,369,115,116,ring,13340,1.008695652173913,0.9913793103448276
19412,/images/5487faad-24a7-46b6-92d8-479d3a8d229f.png,61,664,191,786,130,122,ring,15860,0.9384615384615385,1.0655737704918034
19460,/images/361a3578-4cbb-422b-9e3c-b5e61395b12e.png,555,1008,670,1124,115,116,ring,13340,1.008695652173913,0.9913793103448276
19511,/images/a85cd1ae-0c94-4387-8305-84ab8d96d137.png,779,1214,922,1367,143,153,schizont,21879,1.06993006993007,0.934640522875817
19592,/images/883d9731-a04d-4f84-83c9-d3bef954759d.png,287,85,414,205,127,120,schizont,15240,0.9448818897637795,1.0583333333333333
19601,/images/883d9731-a04d-4f84-83c9-d3bef954759d.png,855,1196,993,1347,138,151,leukocyte,20838,1.0942028985507246,0.9139072847682119
19620,/images/a3ada657-de00-44db-b1e2-54ba17e39983.png,739,777,886,917,147,140,schizont,20580,0.9523809523809523,1.05
19680,/images/627d6331-7bb9-4d1a-b20d-e6541af4d0f9.png,302,722,421,862,119,140,trophozoite,16660,1.1764705882352942,0.85
19683,/images/627d6331-7bb9-4d1a-b20d-e6541af4d0f9.png,1002,468,1133,573,131,105,trophozoite,13755,0.8015267175572519,1.2476190476190476
19704,/images/627d6331-7bb9-4d1a-b20d-e6541af4d0f9.png,472,1434,613,1579,141,145,trophozoite,20445,1.0283687943262412,0.9724137931034482
19727,/images/627d6331-7bb9-4d1a-b20d-e6541af4d0f9.png,35,720,168,833,133,113,trophozoite,15029,0.849624060150376,1.176991150442478
19728,/images/627d6331-7bb9-4d1a-b20d-e6541af4d0f9.png,50,1305,173,1437,123,132,trophozoite,16236,1.0731707317073171,0.9318181818181818
19851,/images/b318889c-3c60-477c-b8f6-d18cb01a59df.png,723,1178,865,1315,142,137,trophozoite,19454,0.9647887323943662,1.0364963503649636
19894,/images/b318889c-3c60-477c-b8f6-d18cb01a59df.png,979,1394,1120,1534,141,140,trophozoite,19740,0.9929078014184397,1.0071428571428571
19899,/images/b318889c-3c60-477c-b8f6-d18cb01a59df.png,641,909,766,1040,125,131,trophozoite,16375,1.048,0.9541984732824428
19936,/images/0ca25c88-457f-4f03-bbc1-98fb6663f1d1.png,982,257,1107,396,125,139,trophozoite,17375,1.112,0.8992805755395683
19948,/images/0ca25c88-457f-4f03-bbc1-98fb6663f1d1.png,737,793,854,934,117,141,trophozoite,16497,1.205128205128205,0.8297872340425532
19949,/images/0ca25c88-457f-4f03-bbc1-98fb6663f1d1.png,233,1394,349,1527,116,133,trophozoite,15428,1.146551724137931,0.8721804511278195
20075,/images/ebfd9f67-138e-49f0-9cef-a0352069eedb.png,963,623,1110,751,147,128,trophozoite,18816,0.8707482993197279,1.1484375
20076,/images/ebfd9f67-138e-49f0-9cef-a0352069eedb.png,909,1144,1050,1279,141,135,trophozoite,19035,0.9574468085106383,1.0444444444444445
20142,/images/df49578a-60d4-4a3b-9ee0-79d9d59bc72a.png,487,185,630,326,143,141,gametocyte,20163,0.986013986013986,1.0141843971631206
20177,/images/bb337c84-f727-42a5-9c3d-934323a16c6a.png,897,515,1031,659,134,144,schizont,19296,1.0746268656716418,0.9305555555555556
20335,/images/98976666-9125-47fe-9601-43c41e58dfb4.png,648,576,821,717,173,141,trophozoite,24393,0.815028901734104,1.2269503546099292
20416,/images/781d4bea-c6a9-4b36-ae10-ba9e328c87fe.png,859,1017,1005,1172,146,155,trophozoite,22630,1.0616438356164384,0.9419354838709677
20428,/images/781d4bea-c6a9-4b36-ae10-ba9e328c87fe.png,427,751,564,899,137,148,trophozoite,20276,1.0802919708029197,0.9256756756756757
20439,/images/781d4bea-c6a9-4b36-ae10-ba9e328c87fe.png,129,807,279,963,150,156,trophozoite,23400,1.04,0.9615384615384616
20463,/images/b809b407-7b69-4334-873d-d6c49135f04a.png,716,652,856,778,140,126,trophozoite,17640,0.9,1.1111111111111112
20658,/images/d09eed76-e09b-4d90-b8f0-5a801beae41c.png,321,339,465,489,144,150,leukocyte,21600,1.0416666666666667,0.96
20715,/images/79b3a64f-2fb9-46e0-85d4-2bdd59c2075e.png,333,68,461,196,128,128,ring,16384,1.0,1.0
20730,/images/79b3a64f-2fb9-46e0-85d4-2bdd59c2075e.png,332,1408,458,1525,126,117,ring,14742,0.9285714285714286,1.0769230769230769
20897,/images/c2ec116f-f091-422c-926c-70b548a8f6ef.png,211,1286,366,1414,155,128,trophozoite,19840,0.8258064516129032,1.2109375
20898,/images/c2ec116f-f091-422c-926c-70b548a8f6ef.png,376,632,493,764,117,132,trophozoite,15444,1.1282051282051282,0.8863636363636364
21089,/images/c680004e-6ee2-43d7-877c-edc9b5ebeecc.png,208,795,351,927,143,132,trophozoite,18876,0.9230769230769231,1.0833333333333333
21090,/images/c680004e-6ee2-43d7-877c-edc9b5ebeecc.png,181,603,340,748,159,145,trophozoite,23055,0.9119496855345912,1.096551724137931
21119,/images/fb05b297-180a-4171-b633-09d5616d7534.png,407,298,547,421,140,123,trophozoite,17220,0.8785714285714286,1.1382113821138211
21154,/images/fb05b297-180a-4171-b633-09d5616d7534.png,1005,1316,1127,1465,122,149,trophozoite,18178,1.221311475409836,0.8187919463087249
21167,/images/fb05b297-180a-4171-b633-09d5616d7534.png,1029,738,1146,871,117,133,trophozoite,15561,1.1367521367521367,0.8796992481203008
21171,/images/fb05b297-180a-4171-b633-09d5616d7534.png,321,1147,438,1260,117,113,trophozoite,13221,0.9658119658119658,1.0353982300884956
21172,/images/fb05b297-180a-4171-b633-09d5616d7534.png,511,1410,631,1521,120,111,trophozoite,13320,0.925,1.0810810810810811
21254,/images/0ceb4539-5c4c-487d-9826-452a88b5d537.png,612,1128,725,1250,113,122,ring,13786,1.079646017699115,0.9262295081967213
21255,/images/fc8df086-39e0-43f8-b0c7-2d23a349539b.png,368,940,525,1090,157,150,trophozoite,23550,0.9554140127388535,1.0466666666666666
21358,/images/5077f87d-a19f-494c-b911-14ccb03bd230.png,75,207,202,329,127,122,schizont,15494,0.9606299212598425,1.040983606557377
21385,/images/5077f87d-a19f-494c-b911-14ccb03bd230.png,960,1245,1106,1364,146,119,schizont,17374,0.815068493150685,1.226890756302521
21454,/images/b701b5c5-b922-4315-b12a-aac4ec65ee8b.png,383,1050,518,1213,135,163,trophozoite,22005,1.2074074074074075,0.8282208588957055
21525,/images/7625dfc4-858a-4c8e-907c-8943d665e9a7.png,25,385,154,530,129,145,ring,18705,1.124031007751938,0.8896551724137931
21666,/images/66183740-e1e5-43c9-8539-a87028bb3621.png,254,192,334,270,80,78,trophozoite,6240,0.975,1.0256410256410255
21743,/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,261,330,401,470,140,140,trophozoite,19600,1.0,1.0
21784,/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,214,560,366,687,152,127,trophozoite,19304,0.8355263157894737,1.1968503937007875
21785,/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png,383,1377,509,1482,126,105,trophozoite,13230,0.8333333333333334,1.2
21810,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,799,119,913,227,114,108,leukocyte,12312,0.9473684210526315,1.0555555555555556
21840,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,367,898,501,1015,134,117,trophozoite,15678,0.8731343283582089,1.1452991452991452
21845,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,278,1098,381,1218,103,120,gametocyte,12360,1.1650485436893203,0.8583333333333333
21849,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,177,1444,293,1568,116,124,trophozoite,14384,1.0689655172413792,0.9354838709677419
21850,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,387,1162,533,1286,146,124,trophozoite,18104,0.8493150684931506,1.1774193548387097
21851,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,438,507,590,652,152,145,trophozoite,22040,0.9539473684210527,1.0482758620689656
21852,/images/9b3fd401-dab0-440f-8498-eb3cc9ffa970.png,255,945,366,1080,111,135,trophozoite,14985,1.2162162162162162,0.8222222222222222
21990,/images/393df10a-5d64-476b-88f5-14ac56d6ed60.png,409,716,532,817,123,101,ring,12423,0.8211382113821138,1.2178217821782178
22102,/images/ac4d6507-d710-497b-ad7c-e0dd75c1d06d.png,694,475,864,614,170,139,trophozoite,23630,0.8176470588235294,1.223021582733813
22124,/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,816,333,934,465,118,132,leukocyte,15576,1.11864406779661,0.8939393939393939
22151,/images/ca677c3c-083f-4d54-9dec-39f79f6a17d8.png,864,1204,997,1322,133,118,ring,15694,0.8872180451127819,1.1271186440677967
